attendance_id,student_id,school_id,date,status,attendance_rate,week_of_year
4234,17,1,2021-03-23,0,0.62,12
45994,177,3,2021-03-23,0,0.43,12
16240,63,2,2021-03-23,0,0.25,12
35293,136,3,2021-03-23,1,0.43,12
40252,155,3,2021-03-23,1,0.43,12
33466,129,3,2021-03-23,1,0.43,12
39469,152,3,2021-03-23,0,0.43,12
6061,24,1,2021-03-23,1,0.62,12
6322,25,1,2021-03-23,1,0.62,12
30073,116,2,2021-03-23,1,0.25,12
3712,15,1,2021-03-23,0,0.62,12
9454,37,1,2021-03-23,1,0.62,12
27463,106,2,2021-03-23,0,0.25,12
3451,14,1,2021-03-23,0,0.62,12
38686,149,3,2021-03-23,1,0.43,12
32944,127,3,2021-03-23,0,0.43,12
17023,66,2,2021-03-23,0,0.25,12
28507,110,2,2021-03-23,0,0.25,12
13369,52,1,2021-03-23,1,0.62,12
25897,100,2,2021-03-23,0,0.25,12
38947,150,3,2021-03-23,1,0.43,12
39208,151,3,2021-03-23,1,0.43,12
33205,128,3,2021-03-23,1,0.43,12
26158,101,2,2021-03-23,1,0.25,12
12847,50,1,2021-03-23,1,0.62,12
39730,153,3,2021-03-23,0,0.43,12
34771,134,3,2021-03-23,0,0.43,12
39991,154,3,2021-03-23,0,0.43,12
8149,32,1,2021-03-23,0,0.62,12
38164,147,3,2021-03-23,0,0.43,12
32683,126,3,2021-03-23,0,0.43,12
17284,67,2,2021-03-23,0,0.25,12
46777,180,3,2021-03-23,1,0.43,12
10759,42,1,2021-03-23,1,0.62,12
5017,20,1,2021-03-23,1,0.62,12
25375,98,2,2021-03-23,0,0.25,12
3190,13,1,2021-03-23,1,0.62,12
38425,148,3,2021-03-23,0,0.43,12
19111,74,2,2021-03-23,0,0.25,12
31378,121,3,2021-03-23,1,0.43,12
11281,44,1,2021-03-23,0,0.62,12
21460,83,2,2021-03-23,0,0.25,12
21721,84,2,2021-03-23,1,0.25,12
16762,65,2,2021-03-23,0,0.25,12
319,2,1,2021-03-23,1,0.62,12
18589,72,2,2021-03-23,1,0.25,12
20155,78,2,2021-03-23,0,0.25,12
7627,30,1,2021-03-23,1,0.62,12
41818,161,3,2021-03-23,0,0.43,12
45733,176,3,2021-03-23,0,0.43,12
34510,133,3,2021-03-23,0,0.43,12
42862,165,3,2021-03-23,1,0.43,12
36598,141,3,2021-03-23,0,0.43,12
29290,113,2,2021-03-23,0,0.25,12
24331,94,2,2021-03-23,0,0.25,12
22765,88,2,2021-03-23,0,0.25,12
5800,23,1,2021-03-23,0,0.62,12
1885,8,1,2021-03-23,1,0.62,12
8932,35,1,2021-03-23,1,0.62,12
42601,164,3,2021-03-23,0,0.43,12
31639,122,3,2021-03-23,1,0.43,12
17806,69,2,2021-03-23,0,0.25,12
18850,73,2,2021-03-23,1,0.25,12
6844,27,1,2021-03-23,0,0.62,12
4756,19,1,2021-03-23,0,0.62,12
24592,95,2,2021-03-23,1,0.25,12
15718,61,2,2021-03-23,0,0.25,12
43123,166,3,2021-03-23,0,0.43,12
24070,93,2,2021-03-23,0,0.25,12
11020,43,1,2021-03-23,0,0.62,12
11542,45,1,2021-03-23,0,0.62,12
15457,60,1,2021-03-23,1,0.62,12
29812,115,2,2021-03-23,1,0.25,12
27202,105,2,2021-03-23,0,0.25,12
36076,139,3,2021-03-23,0,0.43,12
22243,86,2,2021-03-23,0,0.25,12
10237,40,1,2021-03-23,1,0.62,12
18067,70,2,2021-03-23,0,0.25,12
43384,167,3,2021-03-23,0,0.43,12
7888,31,1,2021-03-23,1,0.62,12
34249,132,3,2021-03-23,0,0.43,12
1624,7,1,2021-03-23,1,0.62,12
36337,140,3,2021-03-23,1,0.43,12
20416,79,2,2021-03-23,0,0.25,12
8671,34,1,2021-03-23,0,0.62,12
13891,54,1,2021-03-23,1,0.62,12
2146,9,1,2021-03-23,0,0.62,12
26941,104,2,2021-03-23,1,0.25,12
29029,112,2,2021-03-23,0,0.25,12
9976,39,1,2021-03-23,0,0.62,12
58,1,1,2021-03-23,0,0.62,12
4495,18,1,2021-03-23,1,0.62,12
8410,33,1,2021-03-23,1,0.62,12
35815,138,3,2021-03-23,1,0.43,12
15979,62,2,2021-03-23,0,0.25,12
14413,56,1,2021-03-23,0,0.62,12
21982,85,2,2021-03-23,0,0.25,12
12586,49,1,2021-03-23,1,0.62,12
42079,162,3,2021-03-23,1,0.43,12
31900,123,3,2021-03-23,1,0.43,12
42340,163,3,2021-03-23,0,0.43,12
37120,143,3,2021-03-23,1,0.43,12
46516,179,3,2021-03-23,1,0.43,12
32161,124,3,2021-03-23,0,0.43,12
36859,142,3,2021-03-23,0,0.43,12
8411,33,1,2021-03-24,0,0.43,12
320,2,1,2021-03-24,0,0.43,12
36338,140,3,2021-03-24,1,0.5,12
26681,103,2,2021-03-24,0,0.35,12
26159,101,2,2021-03-24,1,0.35,12
34250,132,3,2021-03-24,1,0.5,12
30596,118,2,2021-03-24,0,0.35,12
17546,68,2,2021-03-24,0,0.35,12
12065,47,1,2021-03-24,0,0.43,12
6062,24,1,2021-03-24,0,0.43,12
38948,150,3,2021-03-24,1,0.5,12
11543,45,1,2021-03-24,0,0.43,12
44690,172,3,2021-03-24,0,0.5,12
33989,131,3,2021-03-24,0,0.5,12
12587,49,1,2021-03-24,1,0.43,12
27203,105,2,2021-03-24,0,0.35,12
29552,114,2,2021-03-24,1,0.35,12
37382,144,3,2021-03-24,0,0.5,12
18329,71,2,2021-03-24,0,0.35,12
581,3,1,2021-03-24,0,0.43,12
36077,139,3,2021-03-24,0,0.5,12
21200,82,2,2021-03-24,0,0.35,12
45473,175,3,2021-03-24,1,0.5,12
3713,15,1,2021-03-24,0,0.43,12
21461,83,2,2021-03-24,1,0.35,12
18068,70,2,2021-03-24,0,0.35,12
38687,149,3,2021-03-24,1,0.5,12
13109,51,1,2021-03-24,0,0.43,12
35816,138,3,2021-03-24,1,0.5,12
38426,148,3,2021-03-24,1,0.5,12
30335,117,2,2021-03-24,0,0.35,12
33728,130,3,2021-03-24,0,0.5,12
20678,80,2,2021-03-24,1,0.35,12
8933,35,1,2021-03-24,0,0.43,12
18590,72,2,2021-03-24,0,0.35,12
7367,29,1,2021-03-24,1,0.43,12
28247,109,2,2021-03-24,1,0.35,12
4496,18,1,2021-03-24,0,0.43,12
17807,69,2,2021-03-24,0,0.35,12
3974,16,1,2021-03-24,0,0.43,12
842,4,1,2021-03-24,1,0.43,12
17285,67,2,2021-03-24,0,0.35,12
37643,145,3,2021-03-24,0,0.5,12
37904,146,3,2021-03-24,1,0.5,12
18851,73,2,2021-03-24,1,0.35,12
46517,179,3,2021-03-24,0,0.5,12
36860,142,3,2021-03-24,0,0.5,12
4757,19,1,2021-03-24,0,0.43,12
9194,36,1,2021-03-24,0,0.43,12
26420,102,2,2021-03-24,0,0.35,12
23288,90,2,2021-03-24,1,0.35,12
44951,173,3,2021-03-24,1,0.5,12
27725,107,2,2021-03-24,0,0.35,12
7628,30,1,2021-03-24,1,0.43,12
35033,135,3,2021-03-24,1,0.5,12
34511,133,3,2021-03-24,0,0.5,12
4235,17,1,2021-03-24,1,0.43,12
27986,108,2,2021-03-24,0,0.35,12
14936,58,1,2021-03-24,1,0.43,12
38165,147,3,2021-03-24,1,0.5,12
22766,88,2,2021-03-24,1,0.35,12
26942,104,2,2021-03-24,1,0.35,12
33467,129,3,2021-03-24,1,0.5,12
5801,23,1,2021-03-24,0,0.43,12
45212,174,3,2021-03-24,0,0.5,12
37121,143,3,2021-03-24,0,0.5,12
36599,141,3,2021-03-24,0,0.5,12
46256,178,3,2021-03-24,0,0.5,12
31379,121,3,2021-03-24,0,0.5,12
33206,128,3,2021-03-24,0,0.5,12
42341,163,3,2021-03-24,0,0.5,12
8672,34,1,2021-03-24,1,0.43,12
21983,85,2,2021-03-24,0,0.35,12
20939,81,2,2021-03-24,0,0.35,12
31901,123,3,2021-03-24,1,0.5,12
9977,39,1,2021-03-24,0,0.43,12
2147,9,1,2021-03-24,1,0.43,12
42080,162,3,2021-03-24,0,0.5,12
7106,28,1,2021-03-24,1,0.43,12
29030,112,2,2021-03-24,0,0.35,12
15980,62,2,2021-03-24,0,0.35,12
14414,56,1,2021-03-24,1,0.43,12
24593,95,2,2021-03-24,1,0.35,12
20156,78,2,2021-03-24,1,0.35,12
32162,124,3,2021-03-24,0,0.5,12
2408,10,1,2021-03-24,0,0.43,12
35294,136,3,2021-03-24,1,0.5,12
24854,96,2,2021-03-24,0,0.35,12
44168,170,3,2021-03-24,0,0.5,12
12326,48,1,2021-03-24,1,0.43,12
41558,160,3,2021-03-24,0,0.5,12
59,1,1,2021-03-24,1,0.43,12
19373,75,2,2021-03-24,0,0.35,12
16241,63,2,2021-03-24,1,0.35,12
41297,159,3,2021-03-24,1,0.5,12
28508,110,2,2021-03-24,1,0.35,12
41819,161,3,2021-03-24,1,0.5,12
14153,55,1,2021-03-24,0,0.43,12
6845,27,1,2021-03-24,0,0.43,12
23027,89,2,2021-03-24,0,0.35,12
24071,93,2,2021-03-24,0,0.35,12
11021,43,1,2021-03-24,0,0.43,12
15458,60,1,2021-03-24,0,0.43,12
29813,115,2,2021-03-24,1,0.35,12
43646,168,3,2021-03-24,0,0.5,12
22244,86,2,2021-03-24,0,0.35,12
19634,76,2,2021-03-24,0,0.35,12
10238,40,1,2021-03-24,1,0.43,12
43385,167,3,2021-03-24,0,0.5,12
31118,120,2,2021-03-24,0,0.35,12
7889,31,1,2021-03-24,1,0.43,12
1625,7,1,2021-03-24,1,0.43,12
23810,92,2,2021-03-24,1,0.35,12
43124,166,3,2021-03-24,0,0.5,12
15719,61,2,2021-03-24,0,0.35,12
42863,165,3,2021-03-24,0,0.5,12
45734,176,3,2021-03-24,0,0.5,12
29291,113,2,2021-03-24,0,0.35,12
43907,169,3,2021-03-24,1,0.5,12
24332,94,2,2021-03-24,0,0.35,12
1364,6,1,2021-03-24,0,0.43,12
1886,8,1,2021-03-24,0,0.43,12
13892,54,1,2021-03-24,0,0.43,12
42602,164,3,2021-03-24,0,0.5,12
31640,122,3,2021-03-24,1,0.5,12
5279,21,1,2021-03-24,0,0.43,12
20417,79,2,2021-03-24,0,0.35,12
6584,26,1,2021-03-24,1,0.43,12
41036,158,3,2021-03-24,0,0.5,12
40775,157,3,2021-03-24,0,0.5,12
39992,154,3,2021-03-24,1,0.5,12
19895,77,2,2021-03-24,0,0.35,12
8150,32,1,2021-03-24,1,0.43,12
30857,119,2,2021-03-24,0,0.35,12
17024,66,2,2021-03-24,0,0.35,12
32684,126,3,2021-03-24,1,0.5,12
1103,5,1,2021-03-24,1,0.43,12
3191,13,1,2021-03-24,0,0.43,12
32945,127,3,2021-03-24,1,0.5,12
10760,42,1,2021-03-24,1,0.43,12
25376,98,2,2021-03-24,0,0.35,12
3452,14,1,2021-03-24,1,0.43,12
9455,37,1,2021-03-24,0,0.43,12
25637,99,2,2021-03-24,0,0.35,12
11282,44,1,2021-03-24,1,0.43,12
27464,106,2,2021-03-24,1,0.35,12
21722,84,2,2021-03-24,1,0.35,12
16763,65,2,2021-03-24,0,0.35,12
39731,153,3,2021-03-24,1,0.5,12
12848,50,1,2021-03-24,0,0.43,12
39470,152,3,2021-03-24,1,0.5,12
30074,116,2,2021-03-24,0,0.35,12
19112,74,2,2021-03-24,1,0.35,12
6323,25,1,2021-03-24,1,0.43,12
40253,155,3,2021-03-24,1,0.5,12
46778,180,3,2021-03-24,1,0.5,12
25115,97,2,2021-03-24,0,0.35,12
2669,11,1,2021-03-24,0,0.43,12
45995,177,3,2021-03-24,1,0.5,12
39209,151,3,2021-03-24,0,0.5,12
25898,100,2,2021-03-24,1,0.35,12
14675,57,1,2021-03-24,0,0.43,12
11804,46,1,2021-03-24,1,0.43,12
16502,64,2,2021-03-24,0,0.35,12
13631,53,1,2021-03-24,0,0.43,12
44429,171,3,2021-03-24,0,0.5,12
22505,87,2,2021-03-24,1,0.35,12
2930,12,1,2021-03-24,1,0.43,12
9716,38,1,2021-03-24,0,0.43,12
10499,41,1,2021-03-24,0,0.43,12
5540,22,1,2021-03-24,0,0.43,12
28769,111,2,2021-03-24,1,0.35,12
13370,52,1,2021-03-24,1,0.43,12
40514,156,3,2021-03-24,1,0.5,12
32423,125,3,2021-03-24,1,0.5,12
34772,134,3,2021-03-24,1,0.5,12
35555,137,3,2021-03-24,1,0.5,12
15197,59,1,2021-03-24,1,0.43,12
23549,91,2,2021-03-24,0,0.35,12
5018,20,1,2021-03-24,0,0.43,12
46257,178,3,2021-03-25,0,0.5,12
29814,115,2,2021-03-25,0,0.27,12
321,2,1,2021-03-25,1,0.4,12
7629,30,1,2021-03-25,1,0.4,12
45735,176,3,2021-03-25,0,0.5,12
22767,88,2,2021-03-25,0,0.27,12
10761,42,1,2021-03-25,0,0.4,12
20157,78,2,2021-03-25,0,0.27,12
22506,87,2,2021-03-25,0,0.27,12
23028,89,2,2021-03-25,1,0.27,12
34773,134,3,2021-03-25,0,0.5,12
14415,56,1,2021-03-25,0,0.4,12
30336,117,2,2021-03-25,1,0.27,12
14676,57,1,2021-03-25,0,0.4,12
45996,177,3,2021-03-25,1,0.5,12
30075,116,2,2021-03-25,0,0.27,12
46518,179,3,2021-03-25,1,0.5,12
11544,45,1,2021-03-25,0,0.4,12
45474,175,3,2021-03-25,0,0.5,12
25638,99,2,2021-03-25,0,0.27,12
11283,44,1,2021-03-25,0,0.4,12
21723,84,2,2021-03-25,0,0.27,12
16764,65,2,2021-03-25,1,0.27,12
39732,153,3,2021-03-25,1,0.5,12
12849,50,1,2021-03-25,1,0.4,12
39471,152,3,2021-03-25,1,0.5,12
6324,25,1,2021-03-25,0,0.4,12
5019,20,1,2021-03-25,0,0.4,12
27465,106,2,2021-03-25,0,0.27,12
9456,37,1,2021-03-25,1,0.4,12
3453,14,1,2021-03-25,1,0.4,12
32946,127,3,2021-03-25,0,0.5,12
17025,66,2,2021-03-25,0,0.27,12
13371,52,1,2021-03-25,0,0.4,12
39210,151,3,2021-03-25,0,0.5,12
25899,100,2,2021-03-25,0,0.27,12
33207,128,3,2021-03-25,1,0.5,12
28509,110,2,2021-03-25,0,0.27,12
19113,74,2,2021-03-25,1,0.27,12
38949,150,3,2021-03-25,0,0.5,12
3192,13,1,2021-03-25,1,0.4,12
8151,32,1,2021-03-25,0,0.4,12
25116,97,2,2021-03-25,0,0.27,12
2670,11,1,2021-03-25,1,0.4,12
60,1,1,2021-03-25,0,0.4,12
11805,46,1,2021-03-25,0,0.4,12
16503,64,2,2021-03-25,1,0.27,12
582,3,1,2021-03-25,0,0.4,12
13632,53,1,2021-03-25,1,0.4,12
40776,157,3,2021-03-25,0,0.5,12
9717,38,1,2021-03-25,1,0.4,12
28770,111,2,2021-03-25,1,0.27,12
46779,180,3,2021-03-25,0,0.5,12
40515,156,3,2021-03-25,1,0.5,12
32424,125,3,2021-03-25,1,0.5,12
35556,137,3,2021-03-25,1,0.5,12
5541,22,1,2021-03-25,0,0.4,12
2931,12,1,2021-03-25,0,0.4,12
40254,155,3,2021-03-25,0,0.5,12
25377,98,2,2021-03-25,0,0.27,12
39993,154,3,2021-03-25,0,0.5,12
32685,126,3,2021-03-25,1,0.5,12
6585,26,1,2021-03-25,1,0.4,12
38688,149,3,2021-03-25,1,0.5,12
18852,73,2,2021-03-25,1,0.27,12
12588,49,1,2021-03-25,0,0.4,12
8412,33,1,2021-03-25,0,0.4,12
26943,104,2,2021-03-25,0,0.27,12
4497,18,1,2021-03-25,0,0.4,12
36861,142,3,2021-03-25,1,0.5,12
35817,138,3,2021-03-25,0,0.5,12
27987,108,2,2021-03-25,0,0.27,12
17808,69,2,2021-03-25,0,0.27,12
18591,72,2,2021-03-25,0,0.27,12
5802,23,1,2021-03-25,1,0.4,12
8934,35,1,2021-03-25,1,0.4,12
36600,141,3,2021-03-25,0,0.5,12
34512,133,3,2021-03-25,0,0.5,12
4758,19,1,2021-03-25,1,0.4,12
36339,140,3,2021-03-25,1,0.5,12
34251,132,3,2021-03-25,1,0.5,12
18069,70,2,2021-03-25,1,0.27,12
36078,139,3,2021-03-25,0,0.5,12
27204,105,2,2021-03-25,0,0.27,12
37122,143,3,2021-03-25,1,0.5,12
3714,15,1,2021-03-25,1,0.4,12
33990,131,3,2021-03-25,1,0.5,12
37383,144,3,2021-03-25,0,0.5,12
6063,24,1,2021-03-25,1,0.4,12
26160,101,2,2021-03-25,0,0.27,12
38427,148,3,2021-03-25,0,0.5,12
21462,83,2,2021-03-25,0,0.27,12
38166,147,3,2021-03-25,1,0.5,12
33468,129,3,2021-03-25,0,0.5,12
26421,102,2,2021-03-25,1,0.27,12
9195,36,1,2021-03-25,0,0.4,12
28248,109,2,2021-03-25,0,0.27,12
3975,16,1,2021-03-25,1,0.4,12
17286,67,2,2021-03-25,0,0.27,12
37905,146,3,2021-03-25,1,0.5,12
37644,145,3,2021-03-25,0,0.5,12
20679,80,2,2021-03-25,0,0.27,12
33729,130,3,2021-03-25,0,0.5,12
4236,17,1,2021-03-25,0,0.4,12
17547,68,2,2021-03-25,0,0.27,12
13110,51,1,2021-03-25,0,0.4,12
26682,103,2,2021-03-25,0,0.27,12
21201,82,2,2021-03-25,0,0.27,12
41037,158,3,2021-03-25,1,0.5,12
41298,159,3,2021-03-25,1,0.5,12
15459,60,1,2021-03-25,0,0.4,12
1104,5,1,2021-03-25,1,0.4,12
16242,63,2,2021-03-25,0,0.27,12
10500,41,1,2021-03-25,0,0.4,12
44691,172,3,2021-03-25,0,0.5,12
22245,86,2,2021-03-25,0,0.27,12
10239,40,1,2021-03-25,0,0.4,12
43386,167,3,2021-03-25,1,0.5,12
7890,31,1,2021-03-25,1,0.4,12
29553,114,2,2021-03-25,0,0.27,12
1626,7,1,2021-03-25,1,0.4,12
43125,166,3,2021-03-25,1,0.5,12
20418,79,2,2021-03-25,0,0.27,12
15720,61,2,2021-03-25,1,0.27,12
42864,165,3,2021-03-25,1,0.5,12
44430,171,3,2021-03-25,1,0.5,12
30858,119,2,2021-03-25,0,0.27,12
24333,94,2,2021-03-25,0,0.27,12
11022,43,1,2021-03-25,0,0.4,12
31380,121,3,2021-03-25,1,0.5,12
14154,55,1,2021-03-25,0,0.4,12
44169,170,3,2021-03-25,0,0.5,12
27726,107,2,2021-03-25,1,0.27,12
20940,81,2,2021-03-25,0,0.27,12
15198,59,1,2021-03-25,0,0.4,12
7107,28,1,2021-03-25,1,0.4,12
5280,21,1,2021-03-25,1,0.4,12
23811,92,2,2021-03-25,0,0.27,12
1365,6,1,2021-03-25,0,0.4,12
43908,169,3,2021-03-25,0,0.5,12
31119,120,2,2021-03-25,0,0.27,12
23550,91,2,2021-03-25,0,0.27,12
19635,76,2,2021-03-25,1,0.27,12
19896,77,2,2021-03-25,0,0.27,12
43647,168,3,2021-03-25,0,0.5,12
24072,93,2,2021-03-25,0,0.27,12
1887,8,1,2021-03-25,0,0.4,12
29292,113,2,2021-03-25,0,0.27,12
12066,47,1,2021-03-25,0,0.4,12
29031,112,2,2021-03-25,1,0.27,12
15981,62,2,2021-03-25,1,0.27,12
14937,58,1,2021-03-25,0,0.4,12
41820,161,3,2021-03-25,0,0.5,12
32163,124,3,2021-03-25,0,0.5,12
843,4,1,2021-03-25,1,0.4,12
24855,96,2,2021-03-25,0,0.27,12
18330,71,2,2021-03-25,0,0.27,12
2409,10,1,2021-03-25,1,0.4,12
35034,135,3,2021-03-25,0,0.5,12
23289,90,2,2021-03-25,1,0.27,12
35295,136,3,2021-03-25,1,0.5,12
41559,160,3,2021-03-25,0,0.5,12
7368,29,1,2021-03-25,0,0.4,12
19374,75,2,2021-03-25,0,0.27,12
45213,174,3,2021-03-25,1,0.5,12
12327,48,1,2021-03-25,0,0.4,12
2148,9,1,2021-03-25,1,0.4,12
42081,162,3,2021-03-25,0,0.5,12
31902,123,3,2021-03-25,1,0.5,12
13893,54,1,2021-03-25,0,0.4,12
30597,118,2,2021-03-25,0,0.27,12
44952,173,3,2021-03-25,1,0.5,12
42603,164,3,2021-03-25,0,0.5,12
9978,39,1,2021-03-25,0,0.4,12
6846,27,1,2021-03-25,0,0.4,12
31641,122,3,2021-03-25,1,0.5,12
24594,95,2,2021-03-25,0,0.27,12
42342,163,3,2021-03-25,1,0.5,12
8673,34,1,2021-03-25,0,0.4,12
21984,85,2,2021-03-25,1,0.27,12
19897,77,2,2021-03-26,1,0.35,12
18592,72,2,2021-03-26,0,0.35,12
18331,71,2,2021-03-26,0,0.35,12
20680,80,2,2021-03-26,0,0.35,12
18070,70,2,2021-03-26,0,0.35,12
12589,49,1,2021-03-26,0,0.53,12
21202,82,2,2021-03-26,1,0.35,12
12067,47,1,2021-03-26,1,0.53,12
14938,58,1,2021-03-26,1,0.53,12
15199,59,1,2021-03-26,1,0.53,12
17809,69,2,2021-03-26,0,0.35,12
14155,55,1,2021-03-26,0,0.53,12
16243,63,2,2021-03-26,1,0.35,12
17548,68,2,2021-03-26,1,0.35,12
11545,45,1,2021-03-26,1,0.53,12
19375,75,2,2021-03-26,0,0.35,12
11806,46,1,2021-03-26,0,0.53,12
14677,57,1,2021-03-26,0,0.53,12
12328,48,1,2021-03-26,1,0.53,12
13633,53,1,2021-03-26,0,0.53,12
14416,56,1,2021-03-26,1,0.53,12
15982,62,2,2021-03-26,0,0.35,12
21985,85,2,2021-03-26,1,0.35,12
19114,74,2,2021-03-26,0,0.35,12
20158,78,2,2021-03-26,1,0.35,12
11284,44,1,2021-03-26,1,0.53,12
21724,84,2,2021-03-26,0,0.35,12
13894,54,1,2021-03-26,1,0.53,12
16765,65,2,2021-03-26,0,0.35,12
12850,50,1,2021-03-26,1,0.53,12
15721,61,2,2021-03-26,1,0.35,12
20419,79,2,2021-03-26,0,0.35,12
17026,66,2,2021-03-26,1,0.35,12
13372,52,1,2021-03-26,1,0.53,12
22246,86,2,2021-03-26,1,0.35,12
15460,60,1,2021-03-26,0,0.53,12
18853,73,2,2021-03-26,0,0.35,12
11023,43,1,2021-03-26,1,0.53,12
21463,83,2,2021-03-26,0,0.35,12
19636,76,2,2021-03-26,1,0.35,12
17287,67,2,2021-03-26,0,0.35,12
20941,81,2,2021-03-26,0,0.35,12
22507,87,2,2021-03-26,0,0.35,12
13111,51,1,2021-03-26,0,0.53,12
16504,64,2,2021-03-26,1,0.35,12
46519,179,3,2021-03-26,0,0.43,12
26944,104,2,2021-03-26,0,0.35,12
6064,24,1,2021-03-26,1,0.53,12
33469,129,3,2021-03-26,0,0.43,12
42343,163,3,2021-03-26,0,0.43,12
2149,9,1,2021-03-26,0,0.53,12
33730,130,3,2021-03-26,0,0.43,12
33991,131,3,2021-03-26,1,0.43,12
23812,92,2,2021-03-26,1,0.35,12
25378,98,2,2021-03-26,0,0.35,12
42604,164,3,2021-03-26,0,0.43,12
42082,162,3,2021-03-26,1,0.43,12
9718,38,1,2021-03-26,1,0.53,12
5803,23,1,2021-03-26,1,0.53,12
34252,132,3,2021-03-26,1,0.43,12
41821,161,3,2021-03-26,1,0.43,12
2410,10,1,2021-03-26,1,0.53,12
34513,133,3,2021-03-26,1,0.43,12
22768,88,2,2021-03-26,0,0.35,12
41560,160,3,2021-03-26,0,0.43,12
61,1,1,2021-03-26,0,0.53,12
5542,22,1,2021-03-26,1,0.53,12
25639,99,2,2021-03-26,1,0.35,12
32947,127,3,2021-03-26,1,0.43,12
43909,169,3,2021-03-26,0,0.43,12
9457,37,1,2021-03-26,1,0.53,12
43648,168,3,2021-03-26,1,0.43,12
31642,122,3,2021-03-26,1,0.43,12
6847,27,1,2021-03-26,1,0.53,12
31903,123,3,2021-03-26,1,0.43,12
43387,167,3,2021-03-26,0,0.43,12
1627,7,1,2021-03-26,0,0.53,12
33208,128,3,2021-03-26,1,0.43,12
32164,124,3,2021-03-26,0,0.43,12
43126,166,3,2021-03-26,1,0.43,12
6586,26,1,2021-03-26,0,0.53,12
32425,125,3,2021-03-26,0,0.43,12
32686,126,3,2021-03-26,1,0.43,12
42865,165,3,2021-03-26,0,0.43,12
1888,8,1,2021-03-26,1,0.53,12
6325,25,1,2021-03-26,0,0.53,12
23551,91,2,2021-03-26,1,0.35,12
46780,180,3,2021-03-26,1,0.43,12
31381,121,3,2021-03-26,0,0.43,12
34774,134,3,2021-03-26,1,0.43,12
35035,135,3,2021-03-26,1,0.43,12
4498,18,1,2021-03-26,0,0.53,12
37123,143,3,2021-03-26,0,0.43,12
37384,144,3,2021-03-26,0,0.43,12
39733,153,3,2021-03-26,1,0.43,12
4237,17,1,2021-03-26,0,0.53,12
37645,145,3,2021-03-26,0,0.43,12
39472,152,3,2021-03-26,0,0.43,12
3454,14,1,2021-03-26,0,0.53,12
3193,13,1,2021-03-26,1,0.53,12
37906,146,3,2021-03-26,0,0.43,12
10240,40,1,2021-03-26,0,0.53,12
24595,95,2,2021-03-26,0,0.35,12
38167,147,3,2021-03-26,0,0.43,12
38428,148,3,2021-03-26,0,0.43,12
3715,15,1,2021-03-26,1,0.53,12
38689,149,3,2021-03-26,0,0.43,12
38950,150,3,2021-03-26,0,0.43,12
39211,151,3,2021-03-26,0,0.43,12
3976,16,1,2021-03-26,1,0.53,12
24073,93,2,2021-03-26,0,0.35,12
39994,154,3,2021-03-26,1,0.43,12
40255,155,3,2021-03-26,1,0.43,12
5281,21,1,2021-03-26,1,0.53,12
41299,159,3,2021-03-26,0,0.43,12
35296,136,3,2021-03-26,1,0.43,12
35557,137,3,2021-03-26,0,0.43,12
41038,158,3,2021-03-26,0,0.43,12
2671,11,1,2021-03-26,1,0.53,12
25117,97,2,2021-03-26,0,0.35,12
5020,20,1,2021-03-26,0,0.53,12
36862,142,3,2021-03-26,0,0.43,12
35818,138,3,2021-03-26,1,0.43,12
36340,140,3,2021-03-26,0,0.43,12
24856,96,2,2021-03-26,0,0.35,12
40777,157,3,2021-03-26,0,0.43,12
9979,39,1,2021-03-26,1,0.53,12
40516,156,3,2021-03-26,0,0.43,12
2932,12,1,2021-03-26,0,0.53,12
4759,19,1,2021-03-26,1,0.53,12
36601,141,3,2021-03-26,0,0.43,12
36079,139,3,2021-03-26,1,0.43,12
25900,100,2,2021-03-26,0,0.35,12
10501,41,1,2021-03-26,0,0.53,12
24334,94,2,2021-03-26,0,0.35,12
27988,108,2,2021-03-26,1,0.35,12
30337,117,2,2021-03-26,1,0.35,12
45997,177,3,2021-03-26,1,0.43,12
30076,116,2,2021-03-26,0,0.35,12
7630,30,1,2021-03-26,1,0.53,12
1105,5,1,2021-03-26,0,0.53,12
26683,103,2,2021-03-26,0,0.35,12
44692,172,3,2021-03-26,1,0.43,12
8413,33,1,2021-03-26,0,0.53,12
44953,173,3,2021-03-26,0,0.43,12
29815,115,2,2021-03-26,1,0.35,12
28249,109,2,2021-03-26,0,0.35,12
29554,114,2,2021-03-26,0,0.35,12
7891,31,1,2021-03-26,0,0.53,12
45736,176,3,2021-03-26,1,0.43,12
26422,102,2,2021-03-26,0,0.35,12
583,3,1,2021-03-26,1,0.53,12
28510,110,2,2021-03-26,0,0.35,12
844,4,1,2021-03-26,1,0.53,12
45214,174,3,2021-03-26,0,0.43,12
29293,113,2,2021-03-26,0,0.35,12
8152,32,1,2021-03-26,0,0.53,12
23029,89,2,2021-03-26,0,0.35,12
10762,42,1,2021-03-26,1,0.53,12
29032,112,2,2021-03-26,0,0.35,12
28771,111,2,2021-03-26,0,0.35,12
45475,175,3,2021-03-26,1,0.43,12
7369,29,1,2021-03-26,0,0.53,12
27727,107,2,2021-03-26,1,0.35,12
9196,36,1,2021-03-26,0,0.53,12
27205,105,2,2021-03-26,1,0.35,12
8674,34,1,2021-03-26,1,0.53,12
46258,178,3,2021-03-26,0,0.43,12
44170,170,3,2021-03-26,1,0.43,12
1366,6,1,2021-03-26,0,0.53,12
