meal_id,school_id,menu,date,meal_quality_score,remarks,preparation_time,cooking_temperature,serving_temperature,calories,meal_wastage,weather_conditions,is_wastage_high,cooking_serving_diff,calories_per_meal,weather_conditions_encoded,menu_Chapati & Vegetables,menu_Idli & Sambar,menu_Khichdi,menu_Pulao,menu_Rice & Dal
180,1,Chapati & Vegetables,2021-09-01,9.92,No Remarks,86,66.28,65.37,329.09,5,Rainy,0,0.9099999999999966,33.17439516129032,2,True,False,False,False,False
181,1,Rice & Dal,2021-01-12,6.24,Good,88,83.85,71.71,419.06,1,Cold,0,12.14,67.15705128205128,0,False,False,False,False,True
182,1,Chapati & Vegetables,2021-02-28,7.21,Good,55,67.45,71.58,483.83,1,Cold,0,-4.1299999999999955,67.10540915395283,0,True,False,False,False,False
183,1,Pulao,2021-03-08,7.94,Good,74,64.04,58.3,437.01,5,Warm,0,5.740000000000009,55.03904282115869,3,False,False,False,True,False
184,1,Pulao,2021-02-05,6.66,Poor,94,67.63,55.6,442.87,1,Cold,0,12.029999999999994,66.496996996997,0,False,False,False,True,False
185,1,Khichdi,2021-07-20,7.34,Poor,45,70.15,62.09,218.04,0,Hot,0,8.060000000000002,29.705722070844686,1,False,False,True,False,False
186,1,Pulao,2021-04-28,9.96,Average,80,63.06,71.06,230.98,4,Warm,0,-8.0,23.190763052208833,3,False,False,False,True,False
187,1,Rice & Dal,2021-08-11,9.39,Poor,56,,58.31,485.76,7,Hot,0,,51.73162939297124,1,False,False,False,False,True
188,1,Chapati & Vegetables,2021-11-28,9.69,No Remarks,106,79.28,67.89,267.64,4,Rainy,0,11.39,27.620227038183696,2,True,False,False,False,False
189,1,Chapati & Vegetables,2021-04-14,6.95,Poor,120,64.74,63.76,489.63,0,Warm,0,0.9799999999999969,70.45035971223021,3,True,False,False,False,False
190,1,Idli & Sambar,2021-06-21,9.11,Average,73,82.51,73.39,480.83,9,Hot,1,9.120000000000005,52.78046103183315,1,False,True,False,False,False
191,1,Chapati & Vegetables,2021-12-08,5.95,No Remarks,120,85.4,51.53,218.43,2,Cold,0,33.870000000000005,36.7109243697479,0,True,False,False,False,False
192,1,Pulao,2021-04-22,6.9,Poor,119,81.96,62.75,428.07,3,Warm,0,19.209999999999994,62.03913043478261,3,False,False,False,True,False
193,1,Pulao,2021-06-06,6.79,Good,74,69.43,55.01,309.04,8,Hot,0,14.420000000000009,45.5139911634757,1,False,False,False,True,False
194,1,Idli & Sambar,2021-08-24,8.17,No Remarks,55,82.33,74.14,233.12,9,Hot,1,8.189999999999998,28.533659730722157,1,False,True,False,False,False
195,1,Chapati & Vegetables,2021-02-20,8.84,Good,40,69.56,59.89,494.47,5,Cold,0,9.670000000000002,55.93552036199095,0,True,False,False,False,False
196,1,Rice & Dal,2021-11-26,6.68,Poor,118,73.3,50.19,256.66,2,Rainy,0,23.11,38.42215568862276,2,False,False,False,False,True
197,1,Rice & Dal,2021-09-23,7.42,Average,82,80.53,56.1,308.28,7,Rainy,0,24.43,41.54716981132075,2,False,False,False,False,True
198,1,Rice & Dal,2021-01-24,7.43,Good,92,83.5,54.97,387.21,5,Cold,0,28.53,52.114401076716014,0,False,False,False,False,True
199,1,Pulao,2021-01-10,9.0,Poor,97,65.75,50.82,490.31,0,Cold,0,14.93,54.47888888888889,0,False,False,False,True,False
200,1,Khichdi,2021-01-27,7.53,Average,42,66.74,50.52,472.01,5,Cold,0,16.21999999999999,62.68393094289508,0,False,False,True,False,False
201,1,Rice & Dal,2021-03-04,7.62,Poor,103,76.32,65.94,482.37,5,Warm,0,10.379999999999995,63.303149606299215,3,False,False,False,False,True
202,1,Khichdi,2021-06-06,6.28,Average,36,81.53,66.11,397.79,8,Hot,0,15.420000000000002,63.34235668789809,1,False,False,True,False,False
203,1,Chapati & Vegetables,2021-02-01,7.98,Poor,56,88.18,60.87,252.15,0,Cold,0,27.31000000000001,31.597744360902254,0,True,False,False,False,False
204,1,Chapati & Vegetables,2021-01-03,8.99,Poor,33,88.64,62.84,341.46,3,Cold,0,25.799999999999997,37.98220244716351,0,True,False,False,False,False
205,1,Pulao,2021-09-15,5.89,No Remarks,103,68.71,51.47,279.1,8,Rainy,0,17.239999999999995,47.385398981324286,2,False,False,False,True,False
206,1,Pulao,2021-06-28,6.16,Good,75,67.17,66.79,347.36,9,Hot,1,0.37999999999999545,56.38961038961039,1,False,False,False,True,False
207,1,Rice & Dal,2021-10-18,7.13,Average,118,75.42,60.13,245.96,7,Rainy,0,15.29,34.49649368863955,2,False,False,False,False,True
208,1,Rice & Dal,2021-01-24,6.84,Average,50,72.37,61.92,242.01,3,Cold,0,10.450000000000003,35.38157894736842,0,False,False,False,False,True
209,1,Chapati & Vegetables,2021-01-14,9.08,Poor,111,65.61,72.6,438.09,2,Cold,0,-6.989999999999995,48.247797356828194,0,True,False,False,False,False
210,1,Idli & Sambar,2021-04-02,9.27,Poor,31,76.95,56.67,464.74,4,Warm,0,20.28,50.133764832793965,3,False,True,False,False,False
211,1,Pulao,2021-05-20,7.29,No Remarks,65,74.68,58.31,447.34,3,Warm,0,16.370000000000005,61.363511659807955,3,False,False,False,True,False
212,1,Pulao,2021-07-06,6.9,Poor,95,60.73,62.29,366.33,0,Hot,0,-1.5600000000000023,53.09130434782608,1,False,False,False,True,False
213,1,Chapati & Vegetables,2021-01-16,9.1,Good,116,85.16,50.36,207.5,0,Cold,0,34.8,22.802197802197803,0,True,False,False,False,False
214,1,Khichdi,2021-09-25,6.69,Poor,101,69.21,50.95,339.88,4,Rainy,0,18.25999999999999,50.80418535127055,2,False,False,True,False,False
215,1,Idli & Sambar,2021-02-17,6.5,No Remarks,38,79.64,57.11,241.81,2,Cold,0,22.53,37.20153846153846,0,False,True,False,False,False
216,1,Rice & Dal,2021-09-16,8.34,Good,40,80.86,56.33,405.11,6,Rainy,0,24.53,48.57434052757794,2,False,False,False,False,True
217,1,Rice & Dal,2021-11-28,7.57,No Remarks,108,88.33,52.2,272.29,5,Rainy,0,36.129999999999995,35.969616908850725,2,False,False,False,False,True
218,1,Rice & Dal,2021-05-06,6.16,Average,96,66.75,55.26,449.62,2,Warm,0,11.490000000000002,72.99025974025975,3,False,False,False,False,True
219,1,Pulao,2021-07-19,6.35,Poor,36,64.69,54.6,369.03,1,Hot,0,10.089999999999996,58.114960629921256,1,False,False,False,True,False
220,1,Chapati & Vegetables,2021-03-04,7.48,Good,58,66.4,67.74,386.9,3,Warm,0,-1.3399999999999892,51.72459893048128,3,True,False,False,False,False
221,1,Idli & Sambar,2021-08-08,7.63,Poor,61,78.15,62.27,255.77,5,Hot,0,15.880000000000003,33.521625163827004,1,False,True,False,False,False
222,1,Rice & Dal,2021-06-14,8.67,Good,88,78.81,53.13,369.84,4,Hot,0,25.68,42.65743944636678,1,False,False,False,False,True
223,1,Khichdi,2021-11-27,8.39,Average,118,77.26,72.37,416.11,4,Rainy,0,4.890000000000001,49.595947556615016,2,False,False,True,False,False
224,1,Khichdi,2021-01-14,7.9,Poor,52,72.26,73.02,340.46,1,Cold,0,-0.7599999999999909,43.09620253164557,0,False,False,True,False,False
225,1,Khichdi,2021-07-28,8.16,Average,96,77.43,59.03,470.97,5,Hot,0,18.400000000000006,57.716911764705884,1,False,False,True,False,False
226,1,Chapati & Vegetables,2021-08-14,8.78,Average,83,68.38,59.93,205.78,7,Hot,0,8.449999999999996,23.437357630979502,1,True,False,False,False,False
227,1,Rice & Dal,2021-08-07,6.68,No Remarks,105,67.69,73.13,281.96,4,Hot,0,-5.439999999999998,42.209580838323355,1,False,False,False,False,True
228,1,Idli & Sambar,2021-06-10,9.06,Good,104,86.41,59.54,273.76,7,Hot,0,26.869999999999997,30.21633554083885,1,False,True,False,False,False
229,1,Rice & Dal,2021-04-24,6.25,No Remarks,94,65.81,62.17,265.45,3,Warm,0,3.6400000000000006,42.472,3,False,False,False,False,True
230,1,Pulao,2021-07-08,8.68,Poor,116,73.09,72.33,385.01,7,Hot,0,0.7600000000000051,44.355990783410135,1,False,False,False,True,False
231,1,Rice & Dal,2021-03-13,8.42,Average,48,81.68,64.88,394.2,4,Warm,0,16.80000000000001,46.81710213776722,3,False,False,False,False,True
232,1,Idli & Sambar,2021-04-18,7.81,Average,80,64.6,58.24,282.83,5,Warm,0,6.359999999999992,36.21382842509603,3,False,True,False,False,False
233,1,Pulao,2021-01-19,6.95,Poor,75,82.64,73.05,352.96,2,Cold,0,9.590000000000003,50.78561151079136,0,False,False,False,True,False
234,1,Idli & Sambar,2021-10-28,8.15,Poor,93,64.64,53.16,291.44,0,Rainy,0,11.480000000000004,35.759509202453984,2,False,True,False,False,False
235,1,Rice & Dal,2021-12-27,6.46,Average,42,76.36,71.34,426.98,3,Cold,0,5.019999999999996,66.09597523219814,0,False,False,False,False,True
236,1,Khichdi,2021-08-03,5.66,No Remarks,47,80.87,66.79,328.07,0,Hot,0,14.079999999999998,57.96289752650176,1,False,False,True,False,False
237,1,Chapati & Vegetables,2021-11-11,8.62,Good,109,61.13,61.01,212.49,10,Rainy,1,0.12000000000000455,24.6508120649652,2,True,False,False,False,False
238,1,Chapati & Vegetables,2021-04-10,9.21,Average,104,82.24,56.26,389.92,2,Warm,0,25.979999999999997,42.33659066232356,3,True,False,False,False,False
239,1,Idli & Sambar,2021-07-13,7.4,Poor,84,80.82,51.44,286.89,6,Hot,0,29.379999999999995,38.768918918918914,1,False,True,False,False,False
240,1,Idli & Sambar,2021-11-17,5.94,No Remarks,117,61.23,57.48,487.99,0,Rainy,0,3.75,82.15319865319864,2,False,True,False,False,False
241,1,Khichdi,2021-06-09,7.8,Average,75,86.57,63.67,495.31,0,Hot,0,22.89999999999999,63.501282051282054,1,False,False,True,False,False
242,1,Chapati & Vegetables,2021-01-17,7.3,Poor,74,85.08,68.96,436.19,5,Cold,0,16.120000000000005,59.75205479452055,0,True,False,False,False,False
243,1,Chapati & Vegetables,2021-08-01,8.89,Poor,83,88.5,53.25,361.48,6,Hot,0,35.25,40.661417322834644,1,True,False,False,False,False
244,1,Rice & Dal,2021-12-09,8.63,Average,97,70.12,52.42,484.11,3,Cold,0,17.700000000000003,56.096176129779835,0,False,False,False,False,True
245,1,Rice & Dal,2021-02-01,8.61,No Remarks,60,77.88,72.21,266.53,5,Cold,0,5.670000000000002,30.955865272938443,0,False,False,False,False,True
246,1,Khichdi,2021-02-06,7.52,No Remarks,57,76.9,61.31,423.22,5,Cold,0,15.590000000000003,56.279255319148945,0,False,False,True,False,False
247,1,Pulao,2021-02-20,7.65,Poor,97,81.88,55.18,462.26,1,Cold,0,26.699999999999996,60.42614379084967,0,False,False,False,True,False
248,1,Idli & Sambar,2021-07-21,9.0,Average,110,60.99,54.08,312.57,7,Hot,0,6.910000000000004,34.73,1,False,True,False,False,False
249,1,Chapati & Vegetables,2021-07-03,5.91,Poor,79,74.4,70.26,243.92,4,Hot,0,4.140000000000001,41.27241962774957,1,True,False,False,False,False
250,1,Chapati & Vegetables,2021-03-26,9.45,Average,111,64.35,61.15,448.96,1,Warm,0,3.1999999999999957,47.50899470899471,3,True,False,False,False,False
251,1,Khichdi,2021-08-17,8.7,Poor,84,75.51,51.51,300.52,7,Hot,0,24.000000000000007,34.54252873563218,1,False,False,True,False,False
252,1,Idli & Sambar,2021-08-17,6.86,Average,108,72.19,53.16,466.1,6,Hot,0,19.03,67.94460641399417,1,False,True,False,False,False
253,1,Khichdi,2021-12-21,6.99,Average,91,84.32,55.29,498.03,3,Cold,0,29.029999999999994,71.2489270386266,0,False,False,True,False,False
254,1,Idli & Sambar,2021-09-08,8.49,Poor,95,63.94,70.49,276.68,6,Rainy,0,-6.549999999999997,32.588928150765604,2,False,True,False,False,False
255,1,Chapati & Vegetables,2021-03-16,9.19,Good,36,80.68,51.69,308.32,3,Warm,0,28.99000000000001,33.54951033732318,3,True,False,False,False,False
256,1,Pulao,2021-06-09,8.33,Poor,104,78.1,55.88,425.1,5,Hot,0,22.21999999999999,51.032412965186076,1,False,False,False,True,False
257,1,Pulao,2021-09-18,6.36,Average,61,89.8,71.0,384.16,3,Rainy,0,18.799999999999997,60.40251572327044,2,False,False,False,True,False
258,1,Khichdi,2021-05-23,6.89,Average,114,62.64,69.44,367.96,4,Warm,0,-6.799999999999997,53.404934687953556,3,False,False,True,False,False
259,1,Khichdi,2021-10-25,8.12,Average,35,,74.09,215.24,8,Rainy,0,,26.50738916256158,2,False,False,True,False,False
260,1,Rice & Dal,2021-02-21,9.12,Good,43,84.08,52.64,377.77,1,Cold,0,31.439999999999998,41.42214912280702,0,False,False,False,False,True
261,1,Idli & Sambar,2021-04-21,9.13,Poor,51,67.34,71.4,423.51,3,Warm,0,-4.060000000000002,46.38663745892661,3,False,True,False,False,False
262,1,Rice & Dal,2021-07-07,6.8,Good,34,64.56,68.21,303.65,7,Hot,0,-3.6499999999999915,44.65441176470588,1,False,False,False,False,True
263,1,Idli & Sambar,2021-08-09,9.35,Poor,108,62.23,51.99,442.31,6,Hot,0,10.239999999999995,47.305882352941175,1,False,True,False,False,False
264,1,Khichdi,2021-06-20,6.26,Poor,60,73.03,68.11,487.66,3,Hot,0,4.920000000000002,77.90095846645369,1,False,False,True,False,False
265,1,Pulao,2021-01-11,8.64,Poor,44,73.18,64.68,319.93,3,Cold,0,8.5,37.02893518518518,0,False,False,False,True,False
266,1,Rice & Dal,2021-04-24,8.69,Average,87,80.01,65.34,458.57,4,Warm,0,14.670000000000002,52.7698504027618,3,False,False,False,False,True
267,1,Rice & Dal,2021-04-26,8.63,Average,114,62.11,56.57,466.79,0,Warm,0,5.539999999999999,54.08922363847045,3,False,False,False,False,True
268,1,Chapati & Vegetables,2021-05-08,6.93,Good,85,64.78,51.36,310.6,5,Warm,0,13.420000000000002,44.81962481962483,3,True,False,False,False,False
269,1,Khichdi,2021-06-02,5.61,Poor,87,77.34,69.58,366.93,8,Hot,0,7.760000000000005,65.40641711229947,1,False,False,True,False,False
270,1,Pulao,2021-01-13,8.62,No Remarks,85,65.43,59.94,413.25,3,Cold,0,5.490000000000009,47.94083526682135,0,False,False,False,True,False
271,1,Khichdi,2021-04-12,5.9,Poor,105,60.1,59.61,240.24,3,Warm,0,0.490000000000002,40.71864406779661,3,False,False,True,False,False
272,1,Idli & Sambar,2021-05-11,6.12,Average,49,71.68,59.24,499.95,0,Warm,0,12.440000000000005,81.69117647058823,3,False,True,False,False,False
273,1,Rice & Dal,2021-03-10,7.23,Average,94,89.62,61.16,255.97,1,Warm,0,28.460000000000008,35.40387275242047,3,False,False,False,False,True
274,1,Idli & Sambar,2021-04-03,6.63,Good,44,69.76,63.7,313.67,1,Warm,0,6.060000000000002,47.3107088989442,3,False,True,False,False,False
275,1,Idli & Sambar,2021-11-27,8.26,Poor,52,86.3,63.69,339.69,8,Rainy,0,22.61,41.124697336561745,2,False,True,False,False,False
276,1,Khichdi,2021-01-08,8.06,Poor,102,86.7,55.37,280.76,4,Cold,0,31.330000000000005,34.83374689826302,0,False,False,True,False,False
277,1,Idli & Sambar,2021-12-13,7.59,Good,35,60.4,51.81,465.1,1,Cold,0,8.589999999999996,61.27799736495389,0,False,True,False,False,False
278,1,Rice & Dal,2021-02-16,8.61,No Remarks,36,77.6,51.99,282.24,4,Cold,0,25.609999999999992,32.78048780487805,0,False,False,False,False,True
279,1,Pulao,2021-07-14,7.66,Average,40,77.17,63.87,213.7,9,Hot,1,13.300000000000004,27.898172323759788,1,False,False,False,True,False
280,1,Rice & Dal,2021-02-22,7.13,Poor,62,64.93,54.12,288.57,2,Cold,0,10.81000000000001,40.4726507713885,0,False,False,False,False,True
281,1,Chapati & Vegetables,2021-12-16,5.61,Poor,110,85.43,50.6,399.57,3,Cold,0,34.830000000000005,71.22459893048128,0,True,False,False,False,False
282,1,Chapati & Vegetables,2021-09-21,6.76,Average,95,64.21,70.8,212.36,1,Rainy,0,-6.590000000000003,31.414201183431956,2,True,False,False,False,False
283,1,Idli & Sambar,2021-01-09,6.4,No Remarks,65,74.38,73.44,301.7,3,Cold,0,0.9399999999999977,47.14062499999999,0,False,True,False,False,False
284,1,Pulao,2021-05-21,7.34,Good,117,81.57,60.35,406.72,1,Warm,0,21.21999999999999,55.41144414168938,3,False,False,False,True,False
285,1,Idli & Sambar,2021-08-03,7.55,No Remarks,112,,55.21,368.06,0,Hot,0,,48.74966887417219,1,False,True,False,False,False
286,1,Khichdi,2021-11-03,9.07,No Remarks,94,66.73,60.63,482.96,8,Rainy,0,6.100000000000001,53.24807056229327,2,False,False,True,False,False
287,1,Chapati & Vegetables,2021-04-03,8.99,Good,119,72.33,51.75,359.06,4,Warm,0,20.58,39.93993325917686,3,True,False,False,False,False
288,1,Idli & Sambar,2021-05-05,6.12,Poor,46,64.81,53.06,491.87,5,Warm,0,11.75,80.37091503267973,3,False,True,False,False,False
289,1,Chapati & Vegetables,2021-12-17,7.28,Average,116,73.84,70.61,289.28,0,Cold,0,3.230000000000004,39.73626373626373,0,True,False,False,False,False
290,1,Rice & Dal,2021-11-05,8.48,Good,40,72.37,55.77,482.14,5,Rainy,0,16.6,56.85613207547169,2,False,False,False,False,True
291,1,Idli & Sambar,2021-03-11,8.83,Average,31,67.51,66.25,378.84,1,Warm,0,1.2600000000000051,42.903737259343146,3,False,True,False,False,False
292,1,Chapati & Vegetables,2021-04-24,9.33,No Remarks,45,83.74,72.45,297.49,2,Warm,0,11.289999999999992,31.885316184351556,3,True,False,False,False,False
293,1,Khichdi,2021-10-10,8.3,Poor,70,67.84,71.2,238.51,5,Rainy,0,-3.3599999999999994,28.73614457831325,2,False,False,True,False,False
294,1,Rice & Dal,2021-12-28,9.0,Poor,67,75.83,52.12,414.5,0,Cold,0,23.71,46.05555555555556,0,False,False,False,False,True
295,1,Rice & Dal,2021-10-28,5.53,Good,106,88.63,69.79,245.76,4,Rainy,0,18.83999999999999,44.44122965641952,2,False,False,False,False,True
296,1,Pulao,2021-11-10,8.03,Average,82,80.61,56.83,204.69,9,Rainy,1,23.78,25.490660024906603,2,False,False,False,True,False
297,1,Pulao,2021-07-06,7.31,Poor,34,60.63,58.75,286.73,0,Hot,0,1.8800000000000026,39.22435020519836,1,False,False,False,True,False
298,1,Idli & Sambar,2021-01-16,6.26,No Remarks,52,67.43,51.23,228.14,3,Cold,0,16.20000000000001,36.44408945686901,0,False,True,False,False,False
299,1,Idli & Sambar,2021-10-08,6.37,Poor,96,85.09,54.63,379.27,2,Rainy,0,30.46,59.54003139717425,2,False,True,False,False,False
300,1,Idli & Sambar,2021-04-22,8.4,Average,96,83.54,54.43,291.14,5,Warm,0,29.110000000000007,34.659523809523805,3,False,True,False,False,False
301,2,Chapati & Vegetables,2021-06-10,8.67,Poor,83,84.69,63.79,480.62,3,Hot,0,20.9,55.43483275663207,1,True,False,False,False,False
302,2,Khichdi,2021-05-06,7.59,Poor,56,66.99,50.71,271.19,3,Warm,0,16.279999999999994,35.72990777338603,3,False,False,True,False,False
303,2,Rice & Dal,2021-11-11,8.97,Good,87,75.82,73.45,220.52,9,Rainy,1,2.3699999999999903,24.58416945373467,2,False,False,False,False,True
304,2,Khichdi,2021-10-07,8.27,Average,39,89.88,67.51,441.25,8,Rainy,0,22.36999999999999,53.35550181378477,2,False,False,True,False,False
305,2,Chapati & Vegetables,2021-02-22,5.84,No Remarks,34,64.8,64.34,375.55,0,Cold,0,0.45999999999999375,64.30650684931507,0,True,False,False,False,False
306,2,Chapati & Vegetables,2021-04-20,7.56,Poor,79,73.91,59.55,316.55,3,Warm,0,14.36,41.87169312169313,3,True,False,False,False,False
307,2,Rice & Dal,2021-08-21,8.22,Average,39,80.58,60.11,457.16,0,Hot,0,20.47,55.61557177615572,1,False,False,False,False,True
308,2,Idli & Sambar,2021-10-27,9.04,Good,102,69.85,53.46,438.68,4,Rainy,0,16.389999999999993,48.52654867256638,2,False,True,False,False,False
309,2,Khichdi,2021-10-26,9.24,Poor,68,75.55,57.16,277.73,9,Rainy,1,18.39,30.05735930735931,2,False,False,True,False,False
310,2,Rice & Dal,2021-11-12,5.64,No Remarks,40,66.45,71.12,364.55,9,Rainy,1,-4.670000000000002,64.63652482269504,2,False,False,False,False,True
311,2,Khichdi,2021-05-07,8.98,Poor,84,65.0,55.85,454.56,0,Warm,0,9.149999999999999,50.61915367483296,3,False,False,True,False,False
312,2,Chapati & Vegetables,2021-05-07,6.36,Average,91,72.9,71.56,311.08,0,Warm,0,1.3400000000000034,48.91194968553459,3,True,False,False,False,False
313,2,Chapati & Vegetables,2021-04-12,6.51,Good,92,87.82,61.53,288.9,5,Warm,0,26.289999999999992,44.377880184331794,3,True,False,False,False,False
314,2,Pulao,2021-12-20,8.5,No Remarks,104,65.24,69.52,457.26,1,Cold,0,-4.280000000000001,53.79529411764706,0,False,False,False,True,False
315,2,Chapati & Vegetables,2021-11-23,9.6,Good,87,71.71,64.62,469.29,7,Rainy,0,7.089999999999989,48.884375000000006,2,True,False,False,False,False
316,2,Pulao,2021-05-06,6.79,No Remarks,36,78.28,73.74,334.43,1,Warm,0,4.540000000000006,49.253313696612665,3,False,False,False,True,False
317,2,Rice & Dal,2021-06-12,8.6,Good,94,64.54,67.4,496.0,0,Hot,0,-2.8599999999999994,57.674418604651166,1,False,False,False,False,True
318,2,Pulao,2021-11-05,7.82,Poor,46,75.03,69.73,256.44,2,Rainy,0,5.299999999999997,32.79283887468031,2,False,False,False,True,False
319,2,Rice & Dal,2021-12-01,8.72,Poor,88,78.41,72.87,263.75,3,Cold,0,5.539999999999992,30.24655963302752,0,False,False,False,False,True
320,2,Khichdi,2021-12-12,6.94,No Remarks,70,84.49,61.79,451.06,4,Cold,0,22.699999999999996,64.99423631123919,0,False,False,True,False,False
321,2,Pulao,2021-02-24,8.9,No Remarks,61,84.13,71.13,293.79,2,Cold,0,13.0,33.01011235955056,0,False,False,False,True,False
322,2,Chapati & Vegetables,2021-08-08,8.66,Good,120,77.67,65.89,442.47,0,Hot,0,11.780000000000001,51.093533487297925,1,True,False,False,False,False
323,2,Pulao,2021-05-03,8.58,Average,87,65.91,50.87,307.27,5,Warm,0,15.04,35.81235431235431,3,False,False,False,True,False
324,2,Pulao,2021-10-12,6.7,No Remarks,73,83.42,66.11,210.32,0,Rainy,0,17.310000000000002,31.3910447761194,2,False,False,False,True,False
325,2,Rice & Dal,2021-07-25,9.0,Good,119,64.79,67.97,378.13,0,Hot,0,-3.1799999999999926,42.01444444444444,1,False,False,False,False,True
326,2,Rice & Dal,2021-10-16,8.64,Poor,55,61.15,52.56,472.82,6,Rainy,0,8.589999999999996,54.72453703703703,2,False,False,False,False,True
327,2,Pulao,2021-09-02,6.33,Poor,74,84.46,71.7,261.3,0,Rainy,0,12.759999999999991,41.27962085308057,2,False,False,False,True,False
328,2,Pulao,2021-04-13,6.23,Average,111,85.31,60.44,453.95,4,Warm,0,24.870000000000005,72.86516853932584,3,False,False,False,True,False
329,2,Rice & Dal,2021-12-18,7.98,Poor,37,88.9,53.74,389.53,0,Cold,0,35.160000000000004,48.813283208020046,0,False,False,False,False,True
330,2,Pulao,2021-03-15,7.77,Poor,49,71.55,69.96,399.96,2,Warm,0,1.5900000000000034,51.47490347490348,3,False,False,False,True,False
331,2,Chapati & Vegetables,2021-09-25,6.71,Good,65,78.42,51.31,306.3,1,Rainy,0,27.11,45.64828614008942,2,True,False,False,False,False
332,2,Rice & Dal,2021-01-21,9.01,No Remarks,66,76.61,65.96,472.05,0,Cold,0,10.650000000000006,52.391786903440625,0,False,False,False,False,True
333,2,Idli & Sambar,2021-11-15,7.2,No Remarks,76,65.67,55.58,359.22,1,Rainy,0,10.090000000000003,49.891666666666666,2,False,True,False,False,False
334,2,Pulao,2021-06-12,5.55,Good,59,84.1,65.84,376.48,7,Hot,0,18.25999999999999,67.83423423423424,1,False,False,False,True,False
335,2,Chapati & Vegetables,2021-04-25,7.12,No Remarks,50,83.34,58.58,387.64,4,Warm,0,24.760000000000005,54.4438202247191,3,True,False,False,False,False
336,2,Rice & Dal,2021-05-18,7.16,Good,62,61.16,56.39,488.2,0,Warm,0,4.769999999999996,68.18435754189944,3,False,False,False,False,True
337,2,Rice & Dal,2021-03-25,6.41,No Remarks,48,87.12,61.5,345.89,0,Warm,0,25.620000000000005,53.9609984399376,3,False,False,False,False,True
338,2,Pulao,2021-12-12,7.14,Average,108,72.06,60.47,402.66,5,Cold,0,11.590000000000003,56.39495798319329,0,False,False,False,True,False
339,2,Pulao,2021-06-11,7.79,Poor,60,74.95,54.55,461.4,4,Hot,0,20.400000000000006,59.22978177150192,1,False,False,False,True,False
340,2,Idli & Sambar,2021-04-21,8.03,Good,81,83.32,71.96,275.02,5,Warm,0,11.36,34.24906600249066,3,False,True,False,False,False
341,2,Rice & Dal,2021-12-13,8.04,Average,74,62.89,64.04,301.9,3,Cold,0,-1.1500000000000057,37.549751243781095,0,False,False,False,False,True
342,2,Idli & Sambar,2021-10-26,6.68,No Remarks,92,74.64,59.16,218.85,2,Rainy,0,15.480000000000004,32.76197604790419,2,False,True,False,False,False
343,2,Khichdi,2021-06-19,8.43,No Remarks,93,62.72,54.7,402.42,5,Hot,0,8.019999999999996,47.736654804270465,1,False,False,True,False,False
344,2,Idli & Sambar,2021-09-24,7.45,Average,118,61.85,62.5,288.03,2,Rainy,0,-0.6499999999999986,38.661744966442946,2,False,True,False,False,False
345,2,Pulao,2021-01-11,6.35,Average,76,76.9,61.78,303.18,0,Cold,0,15.120000000000005,47.74488188976378,0,False,False,False,True,False
346,2,Idli & Sambar,2021-10-12,6.03,Average,60,80.65,51.74,230.1,7,Rainy,0,28.910000000000004,38.1592039800995,2,False,True,False,False,False
347,2,Idli & Sambar,2021-10-27,7.76,Average,49,84.27,59.54,228.21,4,Rainy,0,24.729999999999997,29.408505154639176,2,False,True,False,False,False
348,2,Khichdi,2021-01-20,9.28,Average,90,61.99,57.77,203.87,1,Cold,0,4.219999999999999,21.968750000000004,0,False,False,True,False,False
349,2,Rice & Dal,2021-09-21,7.11,Poor,61,70.67,53.8,353.54,8,Rainy,0,16.870000000000005,49.72433192686357,2,False,False,False,False,True
350,2,Rice & Dal,2021-08-04,8.68,Poor,51,61.44,50.33,481.11,9,Hot,1,11.11,55.42741935483871,1,False,False,False,False,True
351,2,Idli & Sambar,2021-07-19,8.11,Good,68,86.25,60.61,280.5,2,Hot,0,25.64,34.58692971639951,1,False,True,False,False,False
352,2,Khichdi,2021-09-10,7.45,Average,118,73.62,54.06,445.62,9,Rainy,1,19.560000000000002,59.81476510067114,2,False,False,True,False,False
353,2,Rice & Dal,2021-09-06,8.44,Average,48,69.37,72.26,285.63,9,Rainy,1,-2.8900000000000006,33.84241706161138,2,False,False,False,False,True
354,2,Chapati & Vegetables,2021-11-19,9.47,No Remarks,67,72.59,54.93,250.18,7,Rainy,0,17.660000000000004,26.4181626187962,2,True,False,False,False,False
355,2,Khichdi,2021-01-11,9.28,No Remarks,44,65.4,67.88,441.25,3,Cold,0,-2.4799999999999898,47.54849137931035,0,False,False,True,False,False
356,2,Khichdi,2021-04-06,8.71,Good,67,74.93,51.42,369.74,5,Warm,0,23.510000000000005,42.450057405281285,3,False,False,True,False,False
357,2,Pulao,2021-09-28,6.6,Average,46,65.21,62.96,441.42,5,Rainy,0,2.249999999999993,66.88181818181819,2,False,False,False,True,False
358,2,Idli & Sambar,2021-08-28,6.72,No Remarks,34,70.69,64.89,339.89,4,Hot,0,5.799999999999997,50.57886904761905,1,False,True,False,False,False
359,2,Chapati & Vegetables,2021-10-01,7.8,No Remarks,107,72.42,65.39,424.64,7,Rainy,0,7.030000000000001,54.44102564102564,2,True,False,False,False,False
360,2,Chapati & Vegetables,2021-07-02,6.36,Good,115,83.2,60.25,486.03,4,Hot,0,22.950000000000003,76.4198113207547,1,True,False,False,False,False
